"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.725","","01/01/2015","12/31/2015"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.041","","01/01/2015","12/31/2015"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.942","","01/01/2015","12/31/2015"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.654","","01/01/2015","12/31/2015"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.822","","01/01/2015","12/31/2015"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.974","","01/01/2015","12/31/2015"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.009","","01/01/2015","12/31/2015"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.872","","01/01/2015","12/31/2015"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.607","","01/01/2015","12/31/2015"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.481","","01/01/2015","12/31/2015"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.937","","01/01/2015","12/31/2015"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.034","","01/01/2015","12/31/2015"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.257","","01/01/2015","12/31/2015"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.682","","01/01/2015","12/31/2015"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","4.621","","01/01/2015","12/31/2015"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","-","","01/01/2015","12/31/2015"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.570","","01/01/2015","12/31/2015"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.273","","01/01/2015","12/31/2015"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.618","","01/01/2015","12/31/2015"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.851","","01/01/2015","12/31/2015"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.787","","01/01/2015","12/31/2015"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.804","","01/01/2015","12/31/2015"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.631","","01/01/2015","12/31/2015"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.940","","01/01/2015","12/31/2015"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.633","","01/01/2015","12/31/2015"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.810","","01/01/2015","12/31/2015"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.072","","01/01/2015","12/31/2015"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.617","","01/01/2015","12/31/2015"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.107","","01/01/2015","12/31/2015"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.681","","01/01/2015","12/31/2015"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.824","","01/01/2015","12/31/2015"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.500","","01/01/2015","12/31/2015"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.563","","01/01/2015","12/31/2015"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.847","","01/01/2015","12/31/2015"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.722","","01/01/2015","12/31/2015"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.689","","01/01/2015","12/31/2015"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.618","","01/01/2015","12/31/2015"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.840","","01/01/2015","12/31/2015"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.856","","01/01/2015","12/31/2015"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.433","","01/01/2015","12/31/2015"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.846","","01/01/2015","12/31/2015"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.657","","01/01/2015","12/31/2015"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.561","","01/01/2015","12/31/2015"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.190","","01/01/2015","12/31/2015"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.011","","01/01/2015","12/31/2015"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.404","","01/01/2015","12/31/2015"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.779","","01/01/2015","12/31/2015"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.691","","01/01/2015","12/31/2015"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.488","","01/01/2015","12/31/2015"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.864","","01/01/2015","12/31/2015"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.712","","01/01/2015","12/31/2015"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.307","","01/01/2015","12/31/2015"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.431","","01/01/2015","12/31/2015"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.634","","01/01/2015","12/31/2015"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.439","","01/01/2015","12/31/2015"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.414","","01/01/2015","12/31/2015"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.597","","01/01/2015","12/31/2015"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.631","","01/01/2015","12/31/2015"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.654","","01/01/2015","12/31/2015"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.802","","01/01/2015","12/31/2015"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.990","","01/01/2015","12/31/2015"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.767","","01/01/2015","12/31/2015"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.521","","01/01/2015","12/31/2015"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.713","","01/01/2015","12/31/2015"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.740","","01/01/2015","12/31/2015"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.432","","01/01/2015","12/31/2015"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.042","","01/01/2015","12/31/2015"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.116","","01/01/2015","12/31/2015"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.079","","01/01/2015","12/31/2015"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.004","","01/01/2015","12/31/2015"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.916","","01/01/2015","12/31/2015"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.570","","01/01/2015","12/31/2015"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.824","","01/01/2015","12/31/2015"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.011","","01/01/2015","12/31/2015"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.292","","01/01/2015","12/31/2015"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.230","","01/01/2015","12/31/2015"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.205","","01/01/2015","12/31/2015"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.559","","01/01/2015","12/31/2015"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.564","","01/01/2015","12/31/2015"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.413","","01/01/2015","12/31/2015"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.784","","01/01/2015","12/31/2015"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.844","","01/01/2015","12/31/2015"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.837","","01/01/2015","12/31/2015"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.379","","01/01/2015","12/31/2015"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.404","","01/01/2015","12/31/2015"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.672","","01/01/2015","12/31/2015"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.256","","01/01/2015","12/31/2015"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.486","","01/01/2015","12/31/2015"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.995","","01/01/2015","12/31/2015"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.450","","01/01/2015","12/31/2015"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.873","","01/01/2015","12/31/2015"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.974","","01/01/2015","12/31/2015"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.656","","01/01/2015","12/31/2015"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.974","","01/01/2015","12/31/2015"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.594","","01/01/2015","12/31/2015"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.903","","01/01/2015","12/31/2015"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.729","","01/01/2015","12/31/2015"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.055","","01/01/2015","12/31/2015"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.573","","01/01/2015","12/31/2015"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.870","","01/01/2015","12/31/2015"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.028","","01/01/2015","12/31/2015"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.919","","01/01/2015","12/31/2015"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.170","","01/01/2015","12/31/2015"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.609","","01/01/2015","12/31/2015"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.892","","01/01/2015","12/31/2015"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.610","","01/01/2015","12/31/2015"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.547","","01/01/2015","12/31/2015"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.146","","01/01/2015","12/31/2015"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.349","","01/01/2015","12/31/2015"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.237","","01/01/2015","12/31/2015"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.930","","01/01/2015","12/31/2015"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.625","","01/01/2015","12/31/2015"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.868","","01/01/2015","12/31/2015"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.886","","01/01/2015","12/31/2015"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.985","","01/01/2015","12/31/2015"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.673","","01/01/2015","12/31/2015"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.475","","01/01/2015","12/31/2015"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.075","","01/01/2015","12/31/2015"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.190","","01/01/2015","12/31/2015"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.858","","01/01/2015","12/31/2015"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.270","","01/01/2015","12/31/2015"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.314","","01/01/2015","12/31/2015"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.166","","01/01/2015","12/31/2015"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.983","","01/01/2015","12/31/2015"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.738","","01/01/2015","12/31/2015"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.004","","01/01/2015","12/31/2015"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.315","","01/01/2015","12/31/2015"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.769","","01/01/2015","12/31/2015"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.315","","01/01/2015","12/31/2015"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.341","","01/01/2015","12/31/2015"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.866","","01/01/2015","12/31/2015"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.750","","01/01/2015","12/31/2015"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.736","","01/01/2015","12/31/2015"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.883","","01/01/2015","12/31/2015"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.984","","01/01/2015","12/31/2015"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.060","","01/01/2015","12/31/2015"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.572","","01/01/2015","12/31/2015"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.599","","01/01/2015","12/31/2015"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.784","","01/01/2015","12/31/2015"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.433","","01/01/2015","12/31/2015"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.796","","01/01/2015","12/31/2015"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.105","","01/01/2015","12/31/2015"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.579","","01/01/2015","12/31/2015"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.008","","01/01/2015","12/31/2015"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.173","","01/01/2015","12/31/2015"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.170","","01/01/2015","12/31/2015"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.087","","01/01/2015","12/31/2015"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.990","","01/01/2015","12/31/2015"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.201","","01/01/2015","12/31/2015"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.095","","01/01/2015","12/31/2015"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.179","","01/01/2015","12/31/2015"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.846","","01/01/2015","12/31/2015"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.105","","01/01/2015","12/31/2015"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.102","","01/01/2015","12/31/2015"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.019","","01/01/2015","12/31/2015"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.373","","01/01/2015","12/31/2015"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.795","","01/01/2015","12/31/2015"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.983","","01/01/2015","12/31/2015"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.206","","01/01/2015","12/31/2015"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.848","","01/01/2015","12/31/2015"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.321","","01/01/2015","12/31/2015"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.641","","01/01/2015","12/31/2015"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.380","","01/01/2015","12/31/2015"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.005","","01/01/2015","12/31/2015"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.877","","01/01/2015","12/31/2015"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.002","","01/01/2015","12/31/2015"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","2.928","","01/01/2015","12/31/2015"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.642","","01/01/2015","12/31/2015"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.822","","01/01/2015","12/31/2015"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.612","","01/01/2015","12/31/2015"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.321","","01/01/2015","12/31/2015"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.936","","01/01/2015","12/31/2015"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.529","","01/01/2015","12/31/2015"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.977","","01/01/2015","12/31/2015"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.877","","01/01/2015","12/31/2015"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.859","","01/01/2015","12/31/2015"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.853","","01/01/2015","12/31/2015"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.432","","01/01/2015","12/31/2015"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.670","","01/01/2015","12/31/2015"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.763","","01/01/2015","12/31/2015"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.919","","01/01/2015","12/31/2015"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.148","","01/01/2015","12/31/2015"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.080","","01/01/2015","12/31/2015"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.342","","01/01/2015","12/31/2015"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.415","","01/01/2015","12/31/2015"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.210","","01/01/2015","12/31/2015"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.694","","01/01/2015","12/31/2015"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.720","","01/01/2015","12/31/2015"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.652","","01/01/2015","12/31/2015"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.203","","01/01/2015","12/31/2015"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.227","","01/01/2015","12/31/2015"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.572","","01/01/2015","12/31/2015"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.096","","01/01/2015","12/31/2015"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.277","","01/01/2015","12/31/2015"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.894","","01/01/2015","12/31/2015"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.344","","01/01/2015","12/31/2015"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.751","","01/01/2015","12/31/2015"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2015","12/31/2015"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.801","","01/01/2015","12/31/2015"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.333","","01/01/2015","12/31/2015"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.871","","01/01/2015","12/31/2015"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.330","","01/01/2015","12/31/2015"
