Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score
"100211","BAYFRONT HEALTH DADE CITY","13100 FT KING RD","Dade City","FL","33525","PASCO","84.285714285714","08.428571428571","30.000000000000","07.500000000000","58.333333333333","23.333333333333","20.000000000000","05.000000000000","44.261904761905"
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","Sebastian","FL","32978","INDIAN RIVER","100.000000000000","10.000000000000","10.000000000000","02.500000000000","71.428571428571","28.571428571429","10.000000000000","02.500000000000","43.571428571429"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","Pensacola","FL","32514","ESCAMBIA","87.142857142857","08.714285714286","35.000000000000","08.750000000000","47.142857142857","18.857142857143","00.000000000000","00.000000000000","36.321428571429"
"100234","WEST PALM HOSPITAL","2201 45TH ST","West Palm Beach","FL","33407","PALM BEACH","74.285714285714","07.428571428571","16.000000000000","04.000000000000","38.333333333333","15.333333333333","00.000000000000","00.000000000000","26.761904761905"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","Jupiter","FL","33458","PALM BEACH","58.571428571429","05.857142857143","35.000000000000","08.750000000000","77.142857142857","30.857142857143","00.000000000000","00.000000000000","45.464285714286"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","Loxahatchee","FL","33470","PALM BEACH","80.000000000000","08.000000000000","14.000000000000","03.500000000000","52.857142857143","21.142857142857","10.000000000000","02.500000000000","35.142857142857"
"110004","CORNERSTONE MEDICAL CENTER","100 GROSS CRESCENT","Fort Oglethorpe","GA","30742","CATOOSA","45.000000000000","04.500000000000","29.000000000000","07.250000000000","00.000000000000","00.000000000000","30.000000000000","07.500000000000","19.250000000000"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","Albany","GA","31703","DOUGHERTY","41.428571428571","04.142857142857","24.000000000000","06.000000000000","27.142857142857","10.857142857143","00.000000000000","00.000000000000","21.000000000000"
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","Honolulu","HI","96813","HONOLULU","82.857142857143","08.285714285714","63.000000000000","15.750000000000","64.285714285714","25.714285714286","40.000000000000","10.000000000000","59.750000000000"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","Palos Heights","IL","60463","COOK","68.571428571429","06.857142857143","43.000000000000","10.750000000000","57.142857142857","22.857142857143","10.000000000000","02.500000000000","42.964285714286"
"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","Oak Park","IL","60304","COOK","34.285714285714","03.428571428571","44.000000000000","11.000000000000","65.714285714286","26.285714285714","10.000000000000","02.500000000000","43.214285714286"
"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","Centreville","IL","62207","ST. CLAIR","50.000000000000","08.333333333333","39.000000000000","16.250000000000","Not Available","Not Available","50.000000000000","20.833333333333","45.416666666667"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","Chicago","IL","60623","COOK","74.285714285714","07.428571428571","12.000000000000","03.000000000000","51.666666666667","20.666666666667","30.000000000000","07.500000000000","38.595238095238"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","Urbana","IL","61801","CHAMPAIGN","52.857142857143","05.285714285714","45.000000000000","11.250000000000","51.428571428571","20.571428571429","10.000000000000","02.500000000000","39.607142857143"
"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","Chicago","IL","60613","COOK","45.714285714286","04.571428571429","18.000000000000","04.500000000000","57.500000000000","23.000000000000","00.000000000000","00.000000000000","32.071428571429"
"140127","ADVOCATE BROMENN MEDICAL CENTER","1304 FRANKLIN AVENUE","Normal","IL","61761","MCLEAN","61.428571428571","06.142857142857","48.000000000000","12.000000000000","45.000000000000","18.000000000000","40.000000000000","10.000000000000","46.142857142857"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","Council Bluffs","IA","51503","POTTAWATTAMIE","54.285714285714","05.428571428571","59.000000000000","14.750000000000","44.285714285714","17.714285714286","40.000000000000","10.000000000000","47.892857142857"
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","Chicago","IL","60612","COOK","47.142857142857","04.714285714286","15.000000000000","03.750000000000","64.285714285714","25.714285714286","00.000000000000","00.000000000000","34.178571428571"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","Indianapolis","IN","46260","MARION","61.428571428571","06.142857142857","32.000000000000","08.000000000000","21.428571428571","08.571428571429","00.000000000000","00.000000000000","22.714285714286"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","Cedar Falls","IA","50613","BLACK HAWK","81.428571428571","08.142857142857","55.000000000000","13.750000000000","33.333333333333","13.333333333333","10.000000000000","02.500000000000","37.726190476190"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","Little Rock","AR","72205","PULASKI","18.571428571429","01.857142857143","33.000000000000","08.250000000000","35.714285714286","14.285714285714","00.000000000000","00.000000000000","24.392857142857"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","Forrest City ","AR","72335","ST. FRANCIS","42.857142857143","04.285714285714","25.000000000000","06.250000000000","06.666666666667","02.666666666667","40.000000000000","10.000000000000","23.202380952381"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","North Little Rock","AR","72117","PULASKI","94.285714285714","09.428571428571","36.000000000000","09.000000000000","21.428571428571","08.571428571429","00.000000000000","00.000000000000","27.000000000000"
"040062","ST EDWARD MERCY MEDICAL CENTER","7301 ROGERS AVE","Fort Smith","AR","72903","SEBASTIAN","54.285714285714","05.428571428571","21.000000000000","05.250000000000","42.857142857143","17.142857142857","00.000000000000","00.000000000000","27.821428571429"
"040072","BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ST","Stuttgart","AR","72160","ARKANSAS","84.000000000000","08.400000000000","38.000000000000","09.500000000000","83.333333333333","33.333333333333","70.000000000000","17.500000000000","68.733333333333"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","Banning","CA","92220","RIVERSIDE","41.428571428571","04.142857142857","21.000000000000","05.250000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","29.392857142857"
"160122","FORT MADISON COMMUNITY HOSPITAL","5445 AVE O","Fort Madison","IA","52627","LEE","95.714285714286","09.571428571429","82.000000000000","20.500000000000","46.666666666667","18.666666666667","100.000000000000","25.000000000000","73.738095238095"
"160124","LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71","Spirit Lake","IA","51360","DICKINSON","21.428571428571","02.142857142857","59.000000000000","14.750000000000","50.000000000000","20.000000000000","20.000000000000","05.000000000000","41.892857142857"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","Geneva","IL","60134","KANE","24.285714285714","02.428571428571","36.000000000000","09.000000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","34.857142857143"
"140251","COMMUNITY FIRST MEDICAL CENTER","5645 W ADDISON STREET","Chicago","IL","60634","COOK","11.428571428571","01.142857142857","10.000000000000","02.500000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","24.785714285714"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","Downers Grove","IL","60515","DU PAGE","61.428571428571","06.142857142857","47.000000000000","11.750000000000","55.714285714286","22.285714285714","00.000000000000","00.000000000000","40.178571428571"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","Barrington","IL","60010","LAKE","52.857142857143","05.285714285714","31.000000000000","07.750000000000","62.857142857143","25.142857142857","00.000000000000","00.000000000000","38.178571428571"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","Mishawaka","IN","46545","ST. JOSEPH","82.857142857143","08.285714285714","25.000000000000","06.250000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","31.107142857143"
"150045","DEKALB HEALTH","1316 E SEVENTH ST","Auburn","IN","46706","DE KALB","100.000000000000","10.000000000000","55.000000000000","13.750000000000","33.333333333333","13.333333333333","00.000000000000","00.000000000000","37.083333333333"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","Andalusia","AL","36420","COVINGTON","85.714285714286","08.571428571429","25.000000000000","06.250000000000","22.500000000000","09.000000000000","40.000000000000","10.000000000000","33.821428571429"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","Decatur","AL","35601","MORGAN","71.428571428571","07.142857142857","34.000000000000","08.500000000000","61.428571428571","24.571428571429","10.000000000000","02.500000000000","42.714285714286"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","Mobile","AL","36608","MOBILE","74.285714285714","07.428571428571","38.000000000000","09.500000000000","38.571428571429","15.428571428571","10.000000000000","02.500000000000","34.857142857143"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","85541","GILA","85.714285714286","08.571428571429","23.000000000000","05.750000000000","77.500000000000","31.000000000000","50.000000000000","12.500000000000","57.821428571429"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","Lancaster","CA","93534","LOS ANGELES","32.857142857143","03.285714285714","22.000000000000","05.500000000000","25.714285714286","10.285714285714","00.000000000000","00.000000000000","19.071428571429"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","Los Angeles","CA","90027","LOS ANGELES","25.714285714286","02.571428571429","03.000000000000","00.750000000000","48.571428571429","19.428571428571","00.000000000000","00.000000000000","22.750000000000"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","Downey","CA","90242","LOS ANGELES","52.857142857143","05.285714285714","30.000000000000","07.500000000000","62.500000000000","25.000000000000","80.000000000000","20.000000000000","57.785714285714"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","San Francisco","CA","94109","SAN FRANCISCO","78.571428571429","07.857142857143","19.000000000000","04.750000000000","48.000000000000","19.200000000000","20.000000000000","05.000000000000","36.807142857143"
"050236","SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES","2975 N SYCAMORE DR","Simi Valley","CA","93065","VENTURA","45.714285714286","04.571428571429","18.000000000000","04.500000000000","54.285714285714","21.714285714286","00.000000000000","00.000000000000","30.785714285714"
"050296","HAZEL HAWKINS MEMORIAL HOSPITAL","911 SUNSET DRIVE","Hollister","CA","95023","SAN BENITO","35.714285714286","03.571428571429","23.000000000000","05.750000000000","60.000000000000","24.000000000000","80.000000000000","20.000000000000","53.321428571429"
"050300","ST MARY MEDICAL CENTER","18300 HIGHWAY 18","Apple Valley","CA","92307","SAN BERNARDINO","11.428571428571","01.142857142857","20.000000000000","05.000000000000","40.000000000000","16.000000000000","10.000000000000","02.500000000000","24.642857142857"
"050357","GOLETA VALLEY COTTAGE HOSPITAL","351 S PATTERSON AVE","Santa Barbara","CA","93111","SANTA BARBARA","52.857142857143","05.285714285714","71.000000000000","17.750000000000","80.000000000000","32.000000000000","10.000000000000","02.500000000000","57.535714285714"
"050390","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE","Hemet","CA","92543","RIVERSIDE","15.714285714286","01.571428571429","06.000000000000","01.500000000000","62.857142857143","25.142857142857","00.000000000000","00.000000000000","28.214285714286"
"050396","SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO","Santa Barbara","CA","93105","SANTA BARBARA","54.285714285714","05.428571428571","49.000000000000","12.250000000000","68.571428571429","27.428571428571","10.000000000000","02.500000000000","47.607142857143"
"050407","CHINESE HOSPITAL","845 JACKSON ST","San Francisco","CA","94133","SAN FRANCISCO","35.714285714286","03.571428571429","32.000000000000","08.000000000000","55.000000000000","22.000000000000","70.000000000000","17.500000000000","51.071428571429"
"050424","SCRIPPS GREEN HOSPITAL","10666 NORTH TORREY PINES ROAD","La Jolla","CA","92037","SAN DIEGO","75.714285714286","07.571428571429","55.000000000000","13.750000000000","44.285714285714","17.714285714286","50.000000000000","12.500000000000","51.535714285714"
"050441","STANFORD HEALTH CARE","300 PASTEUR DRIVE","Stanford","CA","94305","SANTA CLARA","61.428571428571","06.142857142857","37.000000000000","09.250000000000","42.857142857143","17.142857142857","00.000000000000","00.000000000000","32.535714285714"
"060076","STERLING REGIONAL MEDCENTER","615 FAIRHURST ST","Sterling","CO","80751","LOGAN","47.142857142857","04.714285714286","63.000000000000","15.750000000000","46.666666666667","18.666666666667","10.000000000000","02.500000000000","41.630952380952"
"060096","VAIL VALLEY MEDICAL CENTER","181 W MEADOW DRIVE","Vail","CO","81657","EAGLE","57.142857142857","09.523809523810","54.000000000000","22.500000000000","Not Available","Not Available","20.000000000000","08.333333333333","40.357142857143"
"050590","METHODIST HOSPITAL OF SACRAMENTO","7500 HOSPITAL DRIVE","Sacramento","CA","95823","SACRAMENTO","80.000000000000","08.000000000000","34.000000000000","08.500000000000","62.857142857143","25.142857142857","60.000000000000","15.000000000000","56.642857142857"
"050625","CEDARS-SINAI MEDICAL CENTER","8700 BEVERLY BLVD","Los Angeles","CA","90048","LOS ANGELES","38.571428571429","03.857142857143","28.000000000000","07.000000000000","54.285714285714","21.714285714286","00.000000000000","00.000000000000","32.571428571429"
"050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 DE SOTO","Woodland Hills","CA","91367","LOS ANGELES","74.285714285714","07.428571428571","41.000000000000","10.250000000000","35.000000000000","14.000000000000","100.000000000000","25.000000000000","56.678571428571"
"050714","SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ","2900 CHANTICLEER AVENUE","Santa Cruz","CA","95065","SANTA CRUZ","68.333333333333","06.833333333333","82.000000000000","20.500000000000","85.000000000000","34.000000000000","60.000000000000","15.000000000000","76.333333333333"
"060009","LUTHERAN MEDICAL CENTER","8300 W 38TH AVE","Wheat Ridge","CO","80033","JEFFERSON","60.000000000000","06.000000000000","35.000000000000","08.750000000000","52.857142857143","21.142857142857","30.000000000000","07.500000000000","43.392857142857"
"060011","DENVER HEALTH MEDICAL CENTER","777 BANNOCK ST","Denver","CO","80204","DENVER","60.000000000000","06.000000000000","15.000000000000","03.750000000000","20.000000000000","08.000000000000","30.000000000000","07.500000000000","25.250000000000"
"060028","SAINT JOSEPH HOSPITAL","1375 EAST 19TH AVE","Denver","CO","80218","DENVER","61.428571428571","06.142857142857","48.000000000000","12.000000000000","62.500000000000","25.000000000000","30.000000000000","07.500000000000","50.642857142857"
"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  POST OFFICE BOX 6000","Rapid City","SD","57701","PENNINGTON","45.714285714286","04.571428571429","22.000000000000","05.500000000000","35.714285714286","14.285714285714","00.000000000000","00.000000000000","24.357142857143"
