Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,Preventive Condition/Procedure Score
"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 WEST CLARKE AVENUE","Milford","DE","19963","SUSSEX","0.97975","9 out of 10","0 out of 9","9 out of 10","9"
"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","Crossville","TN","38555","CUMBERLAND","0.99794","10 out of 10","9 out of 9","10 out of 10","10"
"330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","Southampton","NY","11968","SUFFOLK","0.84892","0 out of 10","0 out of 9","0 out of 10","0"
"380103","KAISER FOUNDATION HOSPITAL - WESTSIDE","2875 NW STUCKI AVE","Hillsboro","OR","97124","WASHINGTON","0.98062","9 out of 10","Not Available","9 out of 10","9"
"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","Scranton","PA","18510","LACKAWANNA","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","Honesdale","PA","18431","WAYNE","0.99308","10 out of 10","9 out of 9","10 out of 10","10"
"490092","SOUTHAMPTON MEMORIAL HOSPITAL","100 FAIRVIEW DRIVE - PO BOX 817","Franklin","VA","23851","FRANKLIN CITY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100291","WUESTHOFF MEDICAL CENTER-MELBOURNE","250 NORTH WICKHAM ROAD","Melbourne","FL","32935","BREVARD","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050236","SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES","2975 N SYCAMORE DR","Simi Valley","CA","93065","VENTURA","0.92032","2 out of 10","0 out of 9","2 out of 10","2"
"160067","COVENANT MEDICAL CENTER","3421 WEST NINTH STREET","Waterloo","IA","50702","BLACK HAWK","0.93697","4 out of 10","6 out of 9","6 out of 10","6"
"050441","STANFORD HEALTH CARE","300 PASTEUR DRIVE","Stanford","CA","94305","SANTA CLARA","0.94500","5 out of 10","0 out of 9","5 out of 10","5"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","Swainsboro","GA","30401","EMANUEL","0.79299","0 out of 10","0 out of 9","0 out of 10","0"
"050300","ST MARY MEDICAL CENTER","18300 HIGHWAY 18","Apple Valley","CA","92307","SAN BERNARDINO","0.89063","0 out of 10","0 out of 9","0 out of 10","0"
"150035","PORTER REGIONAL HOSPITAL","85 EAST US HWY 6","Valparaiso","IN","46383","PORTER","0.97849","8 out of 10","8 out of 9","8 out of 10","8"
"670056","SETON MEDICAL CENTER HAYS","6001 KYLE PKWY","Kyle","TX","78640","HAYS","0.93822","4 out of 10","0 out of 9","4 out of 10","4"
"030114","ORO VALLEY HOSPITAL","1551 EAST TANGERINE ROAD","Oro Valley","AZ","85755","PIMA","0.99231","10 out of 10","9 out of 9","10 out of 10","10"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","Chicago","IL","60623","COOK","0.99099","10 out of 10","9 out of 9","10 out of 10","10"
"050396","SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO","Santa Barbara","CA","93105","SANTA BARBARA","0.95963","6 out of 10","8 out of 9","8 out of 10","8"
"390133","LEHIGH VALLEY HOSPITAL","1200 SOUTH CEDAR CREST BOULVARD","Allentown","PA","18105","LEHIGH","0.96184","7 out of 10","6 out of 9","7 out of 10","7"
"460009","UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","50 NORTH MEDICAL DRIVE","Salt Lake City","UT","84132","SALT LAKE","0.95723","6 out of 10","5 out of 9","6 out of 10","6"
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET","Dallas","TX","75226","DALLAS","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","Seattle","WA","98104","KING","0.95018","5 out of 10","5 out of 9","5 out of 10","5"
"370001","HILLCREST MEDICAL CENTER","1120 SOUTH UTICA AVENUE","Tulsa","OK","74104","TULSA","0.94476","5 out of 10","0 out of 9","5 out of 10","5"
"490069","BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD","Mechanicsville","VA","23116","HANOVER","0.98364","9 out of 10","7 out of 9","9 out of 10","9"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","Indianapolis","IN","46256","MARION","0.91033","1 out of 10","8 out of 9","8 out of 10","8"
"490116","LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY","Pulaski","VA","24301","PULASKI","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","5400 SOUTH RAINBOW BLVD","Las Vegas","NV","89118","CLARK","0.94477","5 out of 10","5 out of 9","5 out of 10","5"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","Woonsocket","RI","02895","PROVIDENCE","0.98084","9 out of 10","8 out of 9","9 out of 10","9"
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","Sebastian","FL","32978","INDIAN RIVER","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","Pensacola","FL","32514","ESCAMBIA","0.99681","10 out of 10","9 out of 9","10 out of 10","10"
"470011","BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE","Brattleboro","VT","05301","WINDHAM","0.99200","10 out of 10","9 out of 9","10 out of 10","10"
"370227","ST JOHN OWASSO","12451 EAST 100TH STREET NORTH","Owasso","OK","74055","TULSA","0.94118","4 out of 10","5 out of 9","5 out of 10","5"
"040019","FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","Forrest City ","AR","72335","ST. FRANCIS","0.99559","10 out of 10","9 out of 9","10 out of 10","10"
"360054","HOLZER MEDICAL CENTER","100 JACKSON PIKE","Gallipolis","OH","45631","GALLIA","0.97744","8 out of 10","8 out of 9","8 out of 10","8"
"040027","BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE","Mountain Home","AR","72653","BAXTER","0.99269","10 out of 10","9 out of 9","10 out of 10","10"
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","10101 DOUBLE R BLVD","Reno","NV","89521","CARSON CITY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","Arlington","TX","76012","TARRANT","0.99688","10 out of 10","9 out of 9","10 out of 10","10"
"050261","SIERRA VIEW MEDICAL CENTER","465 W PUTNAM AVE","Porterville","CA","93257","TULARE","0.93578","4 out of 10","7 out of 9","7 out of 10","7"
"360147","MARIETTA MEMORIAL HOSPITAL","401 MATTHEW STREET","Marietta","OH","45750","WASHINGTON","0.98370","9 out of 10","4 out of 9","9 out of 10","9"
"030123","SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","7400 EAST THOMPSON PEAK PARKWAY","Scottsdale","AZ","85258","MARICOPA","0.87478","0 out of 10","5 out of 9","5 out of 10","5"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","Mobile","AL","36608","MOBILE","0.98505","9 out of 10","2 out of 9","9 out of 10","9"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N LAKE BLVD","Orlando","FL","32886","HIGHLANDS","0.96866","7 out of 10","7 out of 9","7 out of 10","7"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD AVENUE","Cambridge","MN","55008","ISANTI","0.97890","8 out of 10","5 out of 9","8 out of 10","8"
"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE","Oklahoma City","OK","73109","OKLAHOMA","0.96881","7 out of 10","6 out of 9","7 out of 10","7"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","Weirton","WV","26062","HANCOCK","0.81614","0 out of 10","0 out of 9","0 out of 10","0"
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE","Los Angeles","CA","90034","LOS ANGELES","0.94118","4 out of 10","8 out of 9","8 out of 10","8"
"230100","TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","Tawas City","MI","48764","IOSCO","0.96327","7 out of 10","4 out of 9","7 out of 10","7"
"100047","BAYFRONT HEALTH PUNTA GORDA","809 E MARION AVE","Punta Gorda","FL","33950","CHARLOTTE","0.99437","10 out of 10","9 out of 9","10 out of 10","10"
"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","Pasadena","TX","77504","HARRIS","0.97955","8 out of 10","3 out of 9","8 out of 10","8"
"450634","DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST","Denton","TX","76210","DENTON","0.99473","10 out of 10","9 out of 9","10 out of 10","10"
"190140","FRANKLIN MEDICAL CENTER","2106 LOOP ROAD","Winnsboro","LA","71295","FRANKLIN","0.86861","0 out of 10","0 out of 9","0 out of 10","0"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","New Brunswick","NJ","08901","MIDDLESEX","0.98246","9 out of 10","9 out of 9","9 out of 10","9"
"240022","SANFORD WORTHINGTON MEDICAL CENTER","1018 SIXTH AVENUE PO BOX 997","Worthington","MN","56187","NOBLES","0.95763","6 out of 10","6 out of 9","6 out of 10","6"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","Tarboro","NC","27886","EDGECOMBE","0.93510","4 out of 10","2 out of 9","4 out of 10","4"
"310005","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","Flemington","NJ","08822","HUNTERDON","0.97641","8 out of 10","5 out of 9","8 out of 10","8"
"260005","SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES","300 1ST CAPITOL DR","Saint Charles","MO","63301","ST. CHARLES","0.98361","9 out of 10","7 out of 9","9 out of 10","9"
"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","Darby","PA","19023","DELAWARE","0.94978","5 out of 10","5 out of 9","5 out of 10","5"
"390160","CANONSBURG GENERAL HOSPITAL","100 MEDICAL BOULEVARD","Canonsburg","PA","15317","WASHINGTON","0.93030","3 out of 10","0 out of 9","3 out of 10","3"
"160040","SARTORI MEMORIAL HOSPITAL","515 COLLEGE STREET","Cedar Falls","IA","50613","BLACK HAWK","0.97880","8 out of 10","9 out of 9","9 out of 10","9"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","Geneva","IL","60134","KANE","0.85328","0 out of 10","0 out of 9","0 out of 10","0"
"070003","DAY KIMBALL HOSPITAL","320 POMFRET STREET","Putnam","CT","06260","WINDHAM","0.90725","1 out of 10","7 out of 9","7 out of 10","7"
"050454","UCSF MEDICAL CENTER","505 PARNASSUS AVE, BOX 0296","San Francisco","CA","94143","SAN FRANCISCO","0.81445","0 out of 10","1 out of 9","1 out of 10","1"
"440010","WAYNE MEDICAL CENTER","103 J V MANGUBAT DR","Waynesboro","TN","38485","WAYNE","0.97706","8 out of 10","9 out of 9","9 out of 10","9"
"100234","WEST PALM HOSPITAL","2201 45TH ST","West Palm Beach","FL","33407","PALM BEACH","0.99492","10 out of 10","0 out of 9","10 out of 10","10"
"050434","COLUSA REGIONAL MEDICAL CENTER","199 EAST WEBSTER ST","Colusa","CA","95932","COLUSA","0.80899","0 out of 10","5 out of 9","5 out of 10","5"
"180035","ST ELIZABETH MEDICAL CENTER NORTH","1 MEDICAL VILLAGE DRIVE","Edgewood","KY","41017","KENTON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"520048","MERCY MEDICAL CENTER OF OSHKOSH","500 S OAKWOOD RD","Oshkosh","WI","54904","WINNEBAGO","0.95022","5 out of 10","0 out of 9","5 out of 10","5"
"520113","BAY AREA MEDICAL CENTER","3100 SHORE DRIVE","Marinette","WI","54143","MARINETTE","0.95405","6 out of 10","7 out of 9","7 out of 10","7"
"220171","LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","41 & 45 MALL ROAD","Burlington","MA","01805","MIDDLESEX","0.86565","0 out of 10","0 out of 9","0 out of 10","0"
"280040","METHODIST HOSPITAL","8303 DODGE ST","Omaha","NE","68114","DOUGLAS","0.88807","0 out of 10","2 out of 9","2 out of 10","2"
"050390","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE","Hemet","CA","92543","RIVERSIDE","0.72549","0 out of 10","0 out of 9","0 out of 10","0"
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","Barre","VT","05641","WASHINGTON","0.99678","10 out of 10","9 out of 9","10 out of 10","10"
"220052","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","680 CENTER STREET","Brockton","MA","02302","PLYMOUTH","0.97905","8 out of 10","8 out of 9","8 out of 10","8"
"230303","WEST SHORE MEDICAL CENTER","1465 E PARKDALE AVE","Manistee","MI","49660","MANISTEE","0.84112","0 out of 10","Not Available","0 out of 10","0"
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","Kirksville","MO","63501","ADAIR","0.97761","8 out of 10","0 out of 9","8 out of 10","8"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","Lancaster","CA","93534","LOS ANGELES","0.97718","8 out of 10","6 out of 9","8 out of 10","8"
"140127","ADVOCATE BROMENN MEDICAL CENTER","1304 FRANKLIN AVENUE","Normal","IL","61761","MCLEAN","0.99814","10 out of 10","9 out of 9","10 out of 10","10"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","Dahlonega","GA","30533","LUMPKIN","0.96262","7 out of 10","8 out of 9","8 out of 10","8"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","Kings Mountain","NC","28086","CLEVELAND","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","Stratford","NJ","08084","CAMDEN","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","Bryn Mawr","PA","19010","DELAWARE","0.85822","0 out of 10","3 out of 9","3 out of 10","3"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","Bronx","NY","10467","BRONX","0.34833","0 out of 10","0 out of 9","0 out of 10","0"
"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","Berwick","PA","18603","COLUMBIA","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100117","BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","Jacksonville Beach","FL","32250","DUVAL","0.96501","7 out of 10","0 out of 9","7 out of 10","7"
"370032","ALLIANCEHEALTH DEACONESS","5501 NORTH PORTLAND AVENUE","Oklahoma City","OK","73112","OKLAHOMA","0.96604","7 out of 10","2 out of 9","7 out of 10","7"
"450874","BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","400 WEST INTERSTATE 635 SUITE 101","Irving","TX","75063","DALLAS","0.99396","10 out of 10","9 out of 9","10 out of 10","10"
"060096","VAIL VALLEY MEDICAL CENTER","181 W MEADOW DRIVE","Vail","CO","81657","EAGLE","0.96774","7 out of 10","9 out of 9","9 out of 10","9"
"450875","QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK","Amarillo","TX","79124","POTTER","0.98826","9 out of 10","9 out of 9","9 out of 10","9"
"420015","BAPTIST EASLEY HOSPITAL","PO BOX 2129","Easley","SC","29641","PICKENS","0.98533","9 out of 10","7 out of 9","9 out of 10","9"
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W OKLAHOMA AVE","Milwaukee","WI","53215","MILWAUKEE","0.93931","4 out of 10","7 out of 9","7 out of 10","7"
"250094","MERIT HEALTH WESLEY","5001 W HARDY ST","Hattiesburg","MS","39402","FORREST","0.99439","10 out of 10","9 out of 9","10 out of 10","10"
"170109","MIAMI COUNTY MEDICAL CENTER","2100 BAPTISTE DRIVE","Paola","KS","66071","MIAMI","0.99052","10 out of 10","9 out of 9","10 out of 10","10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","Federal Way","WA","98003","KING","0.90173","0 out of 10","2 out of 9","2 out of 10","2"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","Washington","NC","27889","BEAUFORT","0.96820","7 out of 10","8 out of 9","8 out of 10","8"
"450210","ETMC CARTHAGE","409 WEST COTTAGE","Carthage","TX","75633","PANOLA","0.91558","2 out of 10","4 out of 9","4 out of 10","4"
"050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 DE SOTO","Woodland Hills","CA","91367","LOS ANGELES","0.97368","8 out of 10","6 out of 9","8 out of 10","8"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","Andalusia","AL","36420","COVINGTON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"490059","BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD","Richmond","VA","23226","HENRICO","0.99462","10 out of 10","9 out of 9","10 out of 10","10"
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","Delray Beach","FL","33484","PALM BEACH","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","Mount Pleasant","PA","15666","WESTMORELAND","0.99257","10 out of 10","9 out of 9","10 out of 10","10"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","Roanoke Rapids","NC","27870","HALIFAX","0.86778","0 out of 10","0 out of 9","0 out of 10","0"
"420104","MOUNT PLEASANT HOSPITAL","3500 HIGHWAY 17 NORTH","Charleston","SC","29401","CHARLESTON","0.99548","10 out of 10","9 out of 9","10 out of 10","10"
"050568","MADERA COMMUNITY HOSPITAL","1250 E ALMOND AVE","Madera","CA","93637","MADERA","0.95000","5 out of 10","0 out of 9","5 out of 10","5"
"060011","DENVER HEALTH MEDICAL CENTER","777 BANNOCK ST","Denver","CO","80204","DENVER","0.95652","6 out of 10","7 out of 9","7 out of 10","7"
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","Claremore","OK","74017","ROGERS","0.83645","0 out of 10","0 out of 9","0 out of 10","0"
"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","Allentown","PA","18104","LEHIGH","0.68772","0 out of 10","3 out of 9","3 out of 10","3"
"180078","PAUL B HALL REGIONAL MEDICAL CENTER","625 JAMES S TRIMBLE BOULEVARD","Paintsville","KY","41240","JOHNSON","0.99164","10 out of 10","9 out of 9","10 out of 10","10"
"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","Marietta","GA","30060","COBB","0.79592","0 out of 10","0 out of 9","0 out of 10","0"
"130065","MOUNTAIN VIEW HOSPITAL","2325 CORONADO STREET","Idaho Falls","ID","83404","BONNEVILLE","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"050357","GOLETA VALLEY COTTAGE HOSPITAL","351 S PATTERSON AVE","Santa Barbara","CA","93111","SANTA BARBARA","0.99373","10 out of 10","9 out of 9","10 out of 10","10"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","Clearwater","FL","33756","PINELLAS","0.96883","7 out of 10","7 out of 9","7 out of 10","7"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","Asheboro","NC","27203","RANDOLPH","0.97461","8 out of 10","8 out of 9","8 out of 10","8"
"050757","ALVARADO HOSPITAL MEDICAL CENTER","6655 ALVARADO ROAD","San Diego","CA","92120","SAN DIEGO","0.93750","4 out of 10","6 out of 9","6 out of 10","6"
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER","1400 W 4TH ST","Coffeyville","KS","67337","MONTGOMERY","0.95019","5 out of 10","6 out of 9","6 out of 10","6"
"060076","STERLING REGIONAL MEDCENTER","615 FAIRHURST ST","Sterling","CO","80751","LOGAN","0.96820","7 out of 10","4 out of 9","7 out of 10","7"
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","Gilbert","AZ","85234","MARICOPA","0.92735","3 out of 10","4 out of 9","4 out of 10","4"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","Knoxville","TN","37916","KNOX","0.93982","4 out of 10","3 out of 9","4 out of 10","4"
"160047","METHODIST JENNIE EDMUNDSON","933 EAST PIERCE STREET","Council Bluffs","IA","51503","POTTAWATTAMIE","0.97135","8 out of 10","9 out of 9","9 out of 10","9"
"360133","GRANDVIEW HOSPITAL & MEDICAL CENTER","405 GRAND AVENUE","Dayton","OH","45405","MONTGOMERY","0.89080","0 out of 10","1 out of 9","1 out of 10","1"
"360361","KINGS DAUGHTERS MEDICAL CENTER OHIO","1901 ARGONNE ROAD","Portsmouth","OH","45662","SCIOTO","0.98876","10 out of 10","Not Available","10 out of 10","10"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","Tucson","AZ","85724","PIMA","0.75145","0 out of 10","0 out of 9","0 out of 10","0"
"170074","GEARY COMMUNITY HOSPITAL","1102 ST MARY'S ROAD","Junction City","KS","66441","GEARY","0.81140","0 out of 10","1 out of 9","1 out of 10","1"
"490119","SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE","Virginia Beach","VA","23456","VIRGINIA BEACH CITY","0.93843","4 out of 10","7 out of 9","7 out of 10","7"
"330115","ONEIDA HEALTHCARE","321 GENESEE STREET","Oneida","NY","13421","MADISON","0.97473","8 out of 10","8 out of 9","8 out of 10","8"
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","Redwood City","CA","94062","SAN MATEO","0.99048","10 out of 10","9 out of 9","10 out of 10","10"
"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","Centreville","IL","62207","ST. CLAIR","0.82222","0 out of 10","3 out of 9","3 out of 10","3"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","Chicago","IL","60621","COOK","0.83040","0 out of 10","5 out of 9","5 out of 10","5"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","Palos Heights","IL","60463","COOK","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"040062","ST EDWARD MERCY MEDICAL CENTER","7301 ROGERS AVE","Fort Smith","AR","72903","SEBASTIAN","0.96339","7 out of 10","4 out of 9","7 out of 10","7"
"250020","WEBSTER GENERAL HOSPITAL/ SWING BED","70 MEDICAL PLAZA","Eupora","MS","39744","WEBSTER","0.97313","8 out of 10","2 out of 9","8 out of 10","8"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","Carroll","IA","51401","CARROLL","0.88015","0 out of 10","8 out of 9","8 out of 10","8"
"460011","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE","Price","UT","84501","CARBON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"240038","UNITED HOSPITAL","333 NORTH SMITH AVENUE","Saint Paul","MN","55102","RAMSEY","0.88290","0 out of 10","0 out of 9","0 out of 10","0"
"040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","North Little Rock","AR","72117","PULASKI","0.98861","9 out of 10","9 out of 9","9 out of 10","9"
"390201","POCONO MEDICAL CENTER","206 EAST BROWN STREET","East Stroudsburg","PA","18301","MONROE","0.95268","6 out of 10","5 out of 9","6 out of 10","6"
