"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
MENA REGIONAL HEALTH SYSTEM,040015,AR,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
UAMS MEDICAL CENTER,040016,AR,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,5,,7,,5,,01012013,12312014,6.7500,
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,AR,2016,8.0000,,07012012,06302014,8.0000,,3.0000,,N/A,,N/A,,3,,01012013,12312014,4.2500,
SPARKS MEDICAL CENTER - VAN BUREN,040018,AR,2016,7.0000,,07012012,06302014,7.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.5000,
FORREST CITY MEDICAL CENTER,040019,AR,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.7500,
ST BERNARDS MEDICAL CENTER,040020,AR,2016,10.0000,,07012012,06302014,10.0000,,9.0000,,10,,10,,7,,01012013,12312014,9.2500,
NORTHWEST MEDICAL CENTER-SPRINGDALE,040022,AR,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,9,,4,,5,,01012013,12312014,5.0000,
ST VINCENT HOT SPRINGS,040026,AR,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,5,,9,,4,,01012013,12312014,4.7500,
BAXTER REGIONAL MEDICAL CENTER,040027,AR,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,1,,6,,8,,01012013,12312014,4.0000,
CONWAY REGIONAL MEDICAL CENTER,040029,AR,2016,1.0000,,07012012,06302014,1.0000,,2.6667,,1,,4,,3,,01012013,12312014,2.2500,
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,040036,AR,2016,2.0000,,07012012,06302014,2.0000,,6.6667,,10,,6,,4,,01012013,12312014,5.5000,
ARKANSAS METHODIST MEDICAL CENTER,040039,AR,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,2.7500,
ST MARYS REGIONAL MEDICAL CENTER,040041,AR,2016,2.0000,,07012012,06302014,2.0000,,2.0000,,1,,1,,4,,01012013,12312014,2.0000,
FIVE RIVERS MEDICAL CENTER,040047,AR,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
OUACHITA COUNTY MEDICAL CENTER,040050,AR,2016,3.0000,,07012012,06302014,3.0000,,2.5000,,N/A,,1,,4,,01012013,12312014,2.6250,
DREW MEMORIAL HOSPITAL,040051,AR,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
SPARKS REGIONAL MEDICAL CENTER,040055,AR,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,9,,3,,9,,01012013,12312014,6.0000,
MERCY HOSPITAL FORT SMITH,040062,AR,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,6,,9,,3,,01012013,12312014,5.0000,
MAGNOLIA REGIONAL MEDICAL CENTER,040067,AR,2016,3.0000,,07012012,06302014,3.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.5000,
GREAT RIVER MEDICAL CENTER,040069,AR,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
JEFFERSON REGIONAL MEDICAL CENTER,040071,AR,2016,1.0000,,07012012,06302014,1.0000,,2.3333,,3,,2,,2,,01012013,12312014,2.0000,
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,040072,AR,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
NORTH METRO MEDICAL CENTER,040074,AR,2016,7.0000,,07012012,06302014,7.0000,,8.0000,,N/A,,8,,N/A,,01012013,12312014,7.7500,
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,040076,AR,2016,4.0000,,07012012,06302014,4.0000,,10.0000,,N/A,,10,,N/A,,01012013,12312014,8.5000,
NATIONAL PARK MEDICAL CENTER,040078,AR,2016,3.0000,,07012012,06302014,3.0000,,10.0000,,10,,10,,10,,01012013,12312014,8.2500,
HARRIS HOSPITAL INC,040080,AR,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,N/A,,6,,N/A,,01012013,12312014,6.0000,
SALINE MEMORIAL HOSPITAL,040084,AR,2016,1.0000,,07012012,06302014,1.0000,,5.3333,,6,,4,,6,,01012013,12312014,4.2500,
HELENA REGIONAL MEDICAL CENTER,040085,AR,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.7500,
MEDICAL CENTER SOUTH ARKANSAS,040088,AR,2016,1.0000,,07012012,06302014,1.0000,,7.0000,,8,,3,,10,,01012013,12312014,5.5000,
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,040114,AR,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,6,,8,,7,,01012013,12312014,6.0000,
NEA BAPTIST MEMORIAL HOSPITAL,040118,AR,2016,1.0000,,07012012,06302014,1.0000,,7.6667,,10,,5,,8,,01012013,12312014,6.0000,
WHITE RIVER MEDICAL CENTER,040119,AR,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,9,,5,,9,,01012013,12312014,8.2500,
LEVI HOSPITAL,040132,AR,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
"ARKANSAS HEART HOSPITAL, LLC",040134,AR,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,5,,5,,N/A,,01012013,12312014,4.0000,
ST VINCENT MEDICAL CENTER NORTH,040137,AR,2016,9.0000,,07012012,06302014,9.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,3.0000,
ARKANSAS SURGICAL HOSPITAL,040147,AR,2016,1.0000,,07012012,06302014,1.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,1.0000,
PHYSICIANS' SPECIALTY HOSPITAL,040152,AR,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
WADLEY REGIONAL MEDICAL CENTER AT HOPE,040153,AR,2016,5.0000,,07012012,06302014,5.0000,,8.0000,,N/A,,8,,N/A,,01012013,12312014,7.2500,
ST ROSE HOSPITAL,050002,CA,2016,5.0000,,07012012,06302014,5.0000,,5.6667,,5,,6,,6,,01012013,12312014,5.5000,
ST JOSEPH HOSPITAL,050006,CA,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,4,,7,,8,,01012013,12312014,5.0000,
PENINSULA MEDICAL CENTER,050007,CA,2016,10.0000,,07012012,06302014,10.0000,,5.0000,,3,,7,,5,,01012013,12312014,6.2500,
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,2016,8.0000,,07012012,06302014,8.0000,,8.5000,,7,,10,,N/A,,01012013,12312014,8.3750,
QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,2016,10.0000,,07012012,06302014,10.0000,,8.3333,,10,,10,,5,,01012013,12312014,8.7500,
ST HELENA HOSPITAL,050013,CA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,10,,8,,1,,01012013,12312014,7.0000,
SUTTER AMADOR HOSPITAL,050014,CA,2016,9.0000,,07012012,06302014,9.0000,,2.0000,,1,,1,,4,,01012013,12312014,3.7500,
MERCY GENERAL HOSPITAL,050017,CA,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,1,,5,,9,,01012013,12312014,6.0000,
PACIFIC ALLIANCE MEDICAL CENTER,050018,CA,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,8,,7,,5,,01012013,12312014,5.2500,
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,2016,5.0000,,07012012,06302014,5.0000,,7.0000,,5,,7,,9,,01012013,12312014,6.5000,
PARADISE VALLEY HOSPITAL,050024,CA,2016,1.0000,,07012012,06302014,1.0000,,8.0000,,10,,6,,N/A,,01012013,12312014,6.2500,
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,050025,CA,2016,8.0000,,07012012,06302014,8.0000,,9.0000,,8,,9,,10,,01012013,12312014,8.7500,
GROSSMONT HOSPITAL,050026,CA,2016,7.0000,,07012012,06302014,7.0000,,3.6667,,3,,5,,3,,01012013,12312014,4.5000,
MAD RIVER COMMUNITY HOSPITAL,050028,CA,2016,7.0000,,07012012,06302014,7.0000,,1.0000,,1,,1,,N/A,,01012013,12312014,2.5000,
OROVILLE HOSPITAL,050030,CA,2016,2.0000,,07012012,06302014,2.0000,,7.0000,,10,,2,,9,,01012013,12312014,5.7500,
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,2016,5.0000,,07012012,06302014,5.0000,,3.6667,,3,,5,,3,,01012013,12312014,4.0000,
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,2016,8.0000,,07012012,06302014,8.0000,,6.3333,,3,,6,,10,,01012013,12312014,6.7500,
ENLOE MEDICAL CENTER,050039,CA,2016,10.0000,,07012012,06302014,10.0000,,1.6667,,1,,3,,1,,01012013,12312014,3.7500,
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,2016,3.0000,,07012012,06302014,3.0000,,5.6667,,7,,7,,3,,01012013,12312014,5.0000,
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,N/A,,N/A,,4,,01012013,12312014,3.5000,
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,2016,7.0000,,07012012,06302014,7.0000,,3.6667,,2,,2,,7,,01012013,12312014,4.5000,
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,2016,8.0000,,07012012,06302014,8.0000,,9.6667,,10,,9,,10,,01012013,12312014,9.2500,
CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,050047,CA,2016,7.0000,,07012012,06302014,7.0000,,7.6667,,5,,10,,8,,01012013,12312014,7.5000,
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,2016,5.0000,,07012012,06302014,5.0000,,1.6667,,1,,3,,1,,01012013,12312014,2.5000,
CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,050055,CA,2016,9.0000,,07012012,06302014,9.0000,,7.0000,,9,,5,,7,,01012013,12312014,7.5000,
ANTELOPE VALLEY HOSPITAL,050056,CA,2016,10.0000,,07012012,06302014,10.0000,,8.0000,,9,,7,,8,,01012013,12312014,8.5000,
KAWEAH DELTA MEDICAL CENTER,050057,CA,2016,3.0000,,07012012,06302014,3.0000,,3.3333,,3,,2,,5,,01012013,12312014,3.2500,
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,2016,1.0000,,07012012,06302014,1.0000,,4.3333,,1,,9,,3,,01012013,12312014,3.5000,
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,9,,9,,8,,01012013,12312014,9.0000,
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,2016,9.0000,,07012012,06302014,9.0000,,5.6667,,2,,8,,7,,01012013,12312014,6.5000,
OAK VALLEY DISTRICT HOSPITAL,050067,CA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ST JOSEPH HOSPITAL,050069,CA,2016,8.0000,,07012012,06302014,8.0000,,7.3333,,4,,10,,8,,01012013,12312014,7.5000,
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,2016,6.0000,,07012012,06302014,6.0000,,4.0000,,1,,5,,6,,01012013,12312014,4.5000,
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,4,,7,,8,,01012013,12312014,5.5000,
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,2016,8.0000,,07012012,06302014,8.0000,,8.0000,,7,,8,,9,,01012013,12312014,8.0000,
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,2016,8.0000,,07012012,06302014,8.0000,,8.3333,,10,,10,,5,,01012013,12312014,8.2500,
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,2016,5.0000,,07012012,06302014,5.0000,,8.3333,,7,,9,,9,,01012013,12312014,7.5000,
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,2016,2.0000,,07012012,06302014,2.0000,,6.3333,,3,,6,,10,,01012013,12312014,5.2500,
SCRIPPS MERCY HOSPITAL,050077,CA,2016,3.0000,,07012012,06302014,3.0000,,8.3333,,7,,8,,10,,01012013,12312014,7.0000,
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,2016,8.0000,,07012012,06302014,8.0000,,5.3333,,6,,9,,1,,01012013,12312014,6.0000,
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,2016,10.0000,,07012012,06302014,10.0000,,4.3333,,3,,4,,6,,01012013,12312014,5.7500,
ST JOSEPHS MEDICAL CENTER OF STOCKTON,050084,CA,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,5,,3,,10,,01012013,12312014,5.0000,
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,2016,5.0000,,07012012,06302014,5.0000,,2.6667,,6,,1,,1,,01012013,12312014,3.2500,
SONOMA VALLEY HOSPITAL,050090,CA,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,2.7500,
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,2016,3.0000,,07012012,06302014,3.0000,,9.0000,,10,,8,,N/A,,01012013,12312014,7.5000,
SAINT AGNES MEDICAL CENTER,050093,CA,2016,8.0000,,07012012,06302014,8.0000,,6.6667,,7,,7,,6,,01012013,12312014,7.0000,
"DOCTORS HOSPITAL OF WEST COVINA, INC",050096,CA,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
SAN ANTONIO COMMUNITY HOSPITAL,050099,CA,2016,N/A,4,07012012,06302014,N/A,4,8.6667,,7,,10,,9,,01012013,12312014,8.7500,**
SHARP MEMORIAL HOSPITAL,050100,CA,2016,3.0000,,07012012,06302014,3.0000,,7.6667,,4,,10,,9,,01012013,12312014,6.5000,
SUTTER SOLANO MEDICAL CENTER,050101,CA,2016,3.0000,,07012012,06302014,3.0000,,4.6667,,1,,9,,4,,01012013,12312014,4.2500,
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,2016,5.0000,,07012012,06302014,5.0000,,6.6667,,7,,8,,5,,01012013,12312014,6.2500,
WHITE MEMORIAL MEDICAL CENTER,050103,CA,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,9,,8,,1,,01012013,12312014,6.0000,
SAINT FRANCIS MEDICAL CENTER,050104,CA,2016,4.0000,,07012012,06302014,4.0000,,9.0000,,10,,10,,7,,01012013,12312014,7.7500,
MARIAN REGIONAL MEDICAL CENTER,050107,CA,2016,1.0000,,07012012,06302014,1.0000,,4.0000,,3,,7,,2,,01012013,12312014,3.2500,
SUTTER GENERAL HOSPITAL,050108,CA,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,3,,5,,7,,01012013,12312014,5.0000,
LOMPOC VALLEY MEDICAL CENTER,050110,CA,2016,3.0000,,07012012,06302014,3.0000,,2.6667,,1,,1,,6,,01012013,12312014,2.7500,
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,050112,CA,2016,7.0000,,07012012,06302014,7.0000,,8.3333,,9,,7,,9,,01012013,12312014,8.0000,
SAN MATEO MEDICAL CENTER,050113,CA,2016,3.0000,,07012012,06302014,3.0000,,3.3333,,1,,1,,8,,01012013,12312014,3.2500,
PALOMAR HEALTH DOWNTOWN CAMPUS,050115,CA,2016,5.0000,,07012012,06302014,5.0000,,7.3333,,4,,9,,9,,01012013,12312014,6.7500,
NORTHRIDGE HOSPITAL MEDICAL CENTER,050116,CA,2016,7.0000,,07012012,06302014,7.0000,,8.0000,,6,,10,,8,,01012013,12312014,7.7500,
DOCTORS HOSPITAL OF MANTECA,050118,CA,2016,2.0000,,07012012,06302014,2.0000,,2.3333,,1,,3,,3,,01012013,12312014,2.2500,
ADVENTIST MEDICAL CENTER,050121,CA,2016,3.0000,,07012012,06302014,3.0000,,9.0000,,8,,10,,9,,01012013,12312014,7.5000,
DAMERON HOSPITAL,050122,CA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,9,,10,,7,,01012013,12312014,9.0000,
USC VERDUGO HILLS HOSPITAL,050124,CA,2016,9.0000,,07012012,06302014,9.0000,,7.6667,,10,,9,,4,,01012013,12312014,8.0000,
REGIONAL MEDICAL CENTER OF SAN JOSE,050125,CA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,8,,6,,5,,01012013,12312014,7.0000,
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,8,,5,,7,,01012013,12312014,5.7500,
WOODLAND MEMORIAL HOSPITAL,050127,CA,2016,6.0000,,07012012,06302014,6.0000,,4.3333,,1,,2,,10,,01012013,12312014,4.7500,
TRI-CITY MEDICAL CENTER,050128,CA,2016,7.0000,,07012012,06302014,7.0000,,7.6667,,6,,9,,8,,01012013,12312014,7.5000,
ST BERNARDINE MEDICAL CENTER,050129,CA,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,4,,5,,3,,01012013,12312014,4.0000,
NOVATO COMMUNITY HOSPITAL,050131,CA,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,1,,5,,9,,01012013,12312014,6.0000,
SAN GABRIEL VALLEY MEDICAL CENTER,050132,CA,2016,8.0000,,07012012,06302014,8.0000,,7.0000,,7,,7,,7,,01012013,12312014,7.2500,
RIDEOUT MEMORIAL HOSPITAL,050133,CA,2016,9.0000,,07012012,06302014,9.0000,,10.0000,,10,,10,,10,,01012013,12312014,9.7500,
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,050135,CA,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,8,,3,,7,,01012013,12312014,4.7500,
PETALUMA VALLEY HOSPITAL,050136,CA,2016,5.0000,,07012012,06302014,5.0000,,1.0000,,1,,1,,1,,01012013,12312014,2.0000,
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,050137,CA,2016,7.0000,,07012012,06302014,7.0000,,4.0000,,3,,7,,2,,01012013,12312014,4.7500,
KAISER FOUNDATION HOSPITAL - LOS ANGELES,050138,CA,2016,9.0000,,07012012,06302014,9.0000,,5.6667,,4,,6,,7,,01012013,12312014,6.5000,
KAISER FOUNDATION HOSPITAL - DOWNEY,050139,CA,2016,6.0000,,07012012,06302014,6.0000,,4.0000,,3,,5,,4,,01012013,12312014,4.5000,
KAISER FOUNDATION HOSPITAL FONTANA,050140,CA,2016,7.0000,,07012012,06302014,7.0000,,5.0000,,4,,6,,5,,01012013,12312014,5.5000,
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,050145,CA,2016,7.0000,,07012012,06302014,7.0000,,3.6667,,3,,3,,5,,01012013,12312014,4.5000,
CALIFORNIA HOSPITAL MEDICAL CENTER LA,050149,CA,2016,5.0000,,07012012,06302014,5.0000,,5.3333,,5,,8,,3,,01012013,12312014,5.2500,
SIERRA NEVADA MEMORIAL HOSPITAL,050150,CA,2016,2.0000,,07012012,06302014,2.0000,,2.6667,,1,,5,,2,,01012013,12312014,2.5000,
SAINT FRANCIS MEMORIAL HOSPITAL,050152,CA,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,5,,5,,N/A,,01012013,12312014,4.2500,
O'CONNOR HOSPITAL,050153,CA,2016,5.0000,,07012012,06302014,5.0000,,5.0000,,3,,7,,5,,01012013,12312014,5.0000,
ENCINO HOSPITAL MEDICAL CENTER,050158,CA,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,1,,5,,N/A,,01012013,12312014,2.5000,
VENTURA COUNTY MEDICAL CENTER,050159,CA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,10,,7,,9,,01012013,12312014,9.0000,
SAN JOAQUIN GENERAL HOSPITAL,050167,CA,2016,7.0000,,07012012,06302014,7.0000,,6.6667,,9,,2,,9,,01012013,12312014,6.7500,
ST JUDE MEDICAL CENTER,050168,CA,2016,3.0000,,07012012,06302014,3.0000,,6.0000,,8,,5,,5,,01012013,12312014,5.2500,
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,050169,CA,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,2,,8,,8,,01012013,12312014,6.7500,
SANTA ROSA MEMORIAL HOSPITAL,050174,CA,2016,4.0000,,07012012,06302014,4.0000,,4.6667,,1,,7,,6,,01012013,12312014,4.5000,
EMANUEL MEDICAL CENTER,050179,CA,2016,7.0000,,07012012,06302014,7.0000,,7.0000,,6,,9,,6,,01012013,12312014,7.0000,
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,050180,CA,2016,9.0000,,07012012,06302014,9.0000,,8.6667,,9,,10,,7,,01012013,12312014,8.7500,
GEORGE L MEE MEMORIAL HOSPITAL,050189,CA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
ST MARY MEDICAL CENTER,050191,CA,2016,3.0000,,07012012,06302014,3.0000,,3.0000,,3,,3,,3,,01012013,12312014,3.0000,
ADVENTIST MEDICAL CENTER - REEDLEY,050192,CA,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
WATSONVILLE COMMUNITY HOSPITAL,050194,CA,2016,3.0000,,07012012,06302014,3.0000,,3.3333,,1,,1,,8,,01012013,12312014,3.2500,
WASHINGTON HOSPITAL,050195,CA,2016,4.0000,,07012012,06302014,4.0000,,6.3333,,9,,4,,6,,01012013,12312014,5.7500,
CENTRAL VALLEY GENERAL HOSPITAL,050196,CA,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
SEQUOIA HOSPITAL,050197,CA,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,8,,3,,9,,01012013,12312014,5.7500,
PALMDALE REGIONAL MEDICAL CENTER,050204,CA,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,1,,1,,1,,01012013,12312014,1.2500,
GLENDORA COMMUNITY HOSPITAL,050205,CA,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,N/A,,4,,N/A,,01012013,12312014,4.0000,
ALAMEDA HOSPITAL,050211,CA,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,1,,1,,N/A,,01012013,12312014,1.2500,
SHARP CHULA VISTA MEDICAL CENTER,050222,CA,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,5,,8,,8,,01012013,12312014,6.2500,
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,050224,CA,2016,2.0000,,07012012,06302014,2.0000,,6.0000,,6,,5,,7,,01012013,12312014,5.0000,
FEATHER RIVER HOSPITAL,050225,CA,2016,9.0000,,07012012,06302014,9.0000,,2.6667,,1,,4,,3,,01012013,12312014,4.2500,
AHMC ANAHEIM REGIONAL MEDICAL CENTER,050226,CA,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,9,,4,,3,,01012013,12312014,6.5000,
SAN FRANCISCO GENERAL HOSPITAL,050228,CA,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,4,,7,,7,,01012013,12312014,6.7500,
GARDEN GROVE HOSPITAL & MEDICAL CENTER,050230,CA,2016,1.0000,,07012012,06302014,1.0000,,7.0000,,10,,10,,1,,01012013,12312014,5.5000,
POMONA VALLEY HOSPITAL MEDICAL CENTER,050231,CA,2016,3.0000,,07012012,06302014,3.0000,,7.3333,,8,,10,,4,,01012013,12312014,6.2500,
FRENCH HOSPITAL MEDICAL CENTER,050232,CA,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,9,,6,,3,,01012013,12312014,4.7500,
SHARP CORONADO HOSPITAL AND HLTHCR CTR,050234,CA,2016,6.0000,,07012012,06302014,6.0000,,8.0000,,10,,6,,N/A,,01012013,12312014,7.5000,
PROVIDENCE SAINT JOSEPH MEDICAL CTR,050235,CA,2016,2.0000,,07012012,06302014,2.0000,,9.0000,,9,,10,,8,,01012013,12312014,7.2500,
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,050236,CA,2016,8.0000,,07012012,06302014,8.0000,,7.6667,,10,,9,,4,,01012013,12312014,7.7500,
METHODIST HOSPITAL OF SOUTHERN CA,050238,CA,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,3,,6,,3,,01012013,12312014,3.5000,
GLENDALE ADVENTIST MEDICAL CENTER,050239,CA,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,4,,9,,6,,01012013,12312014,5.5000,
DOMINICAN HOSPITAL,050242,CA,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,4,,3,,2,,01012013,12312014,2.5000,
DESERT REGIONAL MEDICAL CENTER,050243,CA,2016,4.0000,,07012012,06302014,4.0000,,4.0000,,5,,3,,4,,01012013,12312014,4.0000,
ARROWHEAD REGIONAL MEDICAL CENTER,050245,CA,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,4,,6,,8,,01012013,12312014,7.0000,
NATIVIDAD MEDICAL CENTER,050248,CA,2016,5.0000,,07012012,06302014,5.0000,,7.3333,,9,,10,,3,,01012013,12312014,6.7500,
MARSHALL MEDICAL CENTER,050254,CA,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,4,,4,,7,,01012013,12312014,4.0000,
GOOD SAMARITAN HOSPITAL,050257,CA,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
SIERRA VIEW MEDICAL CENTER,050261,CA,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,7,,10,,4,,01012013,12312014,6.0000,
RONALD REAGAN U C L A MEDICAL CENTER,050262,CA,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,9,,7,,10,,01012013,12312014,9.0000,
REDLANDS COMMUNITY HOSPITAL,050272,CA,2016,4.0000,,07012012,06302014,4.0000,,4.3333,,3,,5,,5,,01012013,12312014,4.2500,
CONTRA COSTA REGIONAL MEDICAL CENTER,050276,CA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,1,,10,,8,,01012013,12312014,7.0000,
PROVIDENCE HOLY CROSS MEDICAL CENTER,050278,CA,2016,9.0000,,07012012,06302014,9.0000,,6.3333,,8,,9,,2,,01012013,12312014,7.0000,
HI-DESERT MEDICAL CENTER,050279,CA,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.2500,
MERCY MEDICAL CENTER REDDING,050280,CA,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,6,,8,,5,,01012013,12312014,5.0000,
ALHAMBRA HOSPITAL MEDICAL CENTER,050281,CA,2016,1.0000,,07012012,06302014,1.0000,,1.3333,,1,,1,,2,,01012013,12312014,1.2500,
VALLEYCARE MEDICAL CENTER,050283,CA,2016,2.0000,,07012012,06302014,2.0000,,1.3333,,1,,1,,2,,01012013,12312014,1.5000,
