"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"CT","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","348","","01/01/2015","12/31/2015"
"DC","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","489","","01/01/2015","12/31/2015"
"DE","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","392","","01/01/2015","12/31/2015"
"FL","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","292","","01/01/2015","12/31/2015"
"GA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","293","","01/01/2015","12/31/2015"
"GU","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"HI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","308","","01/01/2015","12/31/2015"
"IA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","208","","01/01/2015","12/31/2015"
"ID","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","229","","01/01/2015","12/31/2015"
"IL","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","266","","01/01/2015","12/31/2015"
"IN","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","240","","01/01/2015","12/31/2015"
"KS","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","193","","01/01/2015","12/31/2015"
"KY","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","249","","01/01/2015","12/31/2015"
"LA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","254","","01/01/2015","12/31/2015"
"MA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","331","","01/01/2015","12/31/2015"
"MD","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","367","","01/01/2015","12/31/2015"
"ME","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","304","","01/01/2015","12/31/2015"
"MI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","289","","01/01/2015","12/31/2015"
"MN","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","211","","01/01/2015","12/31/2015"
"MO","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","242","","01/01/2015","12/31/2015"
"MP","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"MS","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","224","","01/01/2015","12/31/2015"
"MT","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","228","","01/01/2015","12/31/2015"
"NC","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","291","","01/01/2015","12/31/2015"
"ND","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","207","","01/01/2015","12/31/2015"
"NE","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","207","","01/01/2015","12/31/2015"
"NH","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","294","","01/01/2015","12/31/2015"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","362","","01/01/2015","12/31/2015"
"NM","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","301","","01/01/2015","12/31/2015"
"NV","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","347","","01/01/2015","12/31/2015"
"NY","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","382","","01/01/2015","12/31/2015"
"OH","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","262","","01/01/2015","12/31/2015"
"OK","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","216","","01/01/2015","12/31/2015"
"OR","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","246","","01/01/2015","12/31/2015"
"PA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","282","","01/01/2015","12/31/2015"
"PR","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","636","","01/01/2015","12/31/2015"
"RI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","320","","01/01/2015","12/31/2015"
